"統一編號","公司名稱","負責人","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"52602658","府城美食有限公司","潘O英","臺北市大安區永康街8之1號","7000000"," "," ","核准設立","20260901033610"
"52603093","團圓國際股份有限公司","江O齡","臺北市松山區八德路3段25號地下1樓","20000000","20000000"," ","核准設立","20260901033610"
"52603256","澤品開發有限公司","柯O洋","臺北市大安區復興南路1段219巷10號1樓","6500000"," "," ","核准設立","20260901033610"
"52603875","盛和碩國際有限公司","張O如","臺北市大安區忠孝東路4段148號9樓之9","10000000"," "," ","核准設立","20260901033610"
"52604924","南島海琉休閒有限公司","吳O亨","屏東縣琉球鄉上福村上杉路108-1號","90000"," "," ","核准設立","20260901033610"
"52605326","檀成餐飲股份有限公司","韓O宇","臺北市中山區北安路829號2樓","24530000","4000000"," ","核准設立","20260901033610"
"52606269","榮恩食品有限公司","","臺北市大安區忠孝東路4段170巷17弄5號1樓","4000000"," "," ","解散","20260901033610"
"52606351","歐樂萊有限公司","武O春華","臺北市中山區林森北路145巷29號1樓","500000"," "," ","核准設立","20260901033610"
"52607231","官官有限公司","","臺北市大安區安和路1段73號","659734"," "," ","解散","20260901033610"
"52608127","台北老芋麵館有限公司","","臺北市信義區松德路69號","2000000"," "," ","解散","20260901033610"
"52609104","熙正股份有限公司","","臺北市士林區承德路4段80巷12號1樓","1000000","1000000"," ","廢止","20260901033610"
"52609126","普濟衆國際實業股份有限公司","","新北市板橋區忠孝路255號2樓","1000000","1000000"," ","解散","20260901033610"
"52609174","爵士碼頭有限公司","","臺北市信義區基隆路2段109號7樓","13000000"," "," ","解散","20260901033610"
"52609385","千荷田日式食堂有限公司","","臺北市中山區南京西路12巷1號","2000000"," "," ","解散","20260901033610"
"52609717","穀果國際股份有限公司","曾O舜","臺北市中正區羅斯福路3段138號3樓之1","300000000","24530000"," ","核准設立","20260901033610"
"52609738","饕屋有限公司","","臺北市北投區石牌路2段99巷3號","1700000"," "," ","解散","20260901033610"
"52609913","奪愛國際有限公司","","臺北市大安區臥龍街151巷70弄19號1樓","5000000"," "," ","解散","20260901033610"
"52610123","慕捷國際企業有限公司","王O如","臺北市大安區安和路1段21巷19號","2000000"," "," ","核准設立","20260901033610"
"52610192","雷尼企業有限公司","","臺北市士林區中山北路7段14巷6號1樓","500000"," "," ","廢止","20260901033610"
"52610926","華強實業股份有限公司","陳O文","臺北市中山區建國北路1段21號7樓","700000000","700000000"," ","核准設立","20260901033610"
"52611734","摩根酒指數酒窖科技股份有限公司","李O玲","新北市新店區中華路28號(1樓)"," ","1530000"," ","核准設立","20260901033610"
"52612656","前安實業股份有限公司","朱O民","臺中市南屯區鎮平里鎮平巷11號","5000000","5000000"," ","核准設立","20260901033610"
"52613655","叁臻食尚有限公司","","臺北市大安區信義路4段24號6樓","12000000"," "," ","解散","20260901033610"
"52614042","雅田料理有限公司","葉O欽","臺北市士林區中山北路6段35巷25號1樓","1500000"," "," ","核准設立","20260901033610"
"52614177","康衡益有限公司","","臺北市松山區復興北路57號14樓之3","150000"," "," ","解散","20260901033610"
"52615289","愛莫思全方位有限公司","","臺北市大安區金山南路2段31巷9之1號","6000000"," "," ","解散","20260901033610"
"52615529","嗯事物設計股份有限公司","蔡O殷","臺北市大安區忠孝東路3段251巷9弄3號1樓","6000000","6000000"," ","核准設立","20260901033610"
"52616750","有戲創藝餐飲有限公司","杜O豪","臺北市大同區民樂街34號","700000"," "," ","核准設立","20260901033610"
"52616822","萬里達實業有限公司","","臺北市大同區民樂街39巷7號(1樓)","1000000"," "," ","解散","20260901033610"
"52616908","卡多里山上樂園股份有限公司","陳O理","臺中市北屯區東山路二段78巷2號","200000000","154850000"," ","核准設立","20260901033610"
"52616956","台灣冰雪大世界股份有限公司","","臺北市中山區松江路101號4樓","6000000","1500000"," ","廢止","20260901033610"
"52617738","老喬可餐飲有限公司","盧O駿","臺北市松山區市民大道4段163號","3000000"," "," ","核准設立","20260901033610"
"52619356","愛爾蹦企業有限公司","","臺北市大安區忠孝東路4段148號4樓之3","1000000"," "," ","解散","20260901033610"
"52619692","達政建設股份有限公司","","臺北市大安區安和路2段35巷16號5樓","5000000","5000000"," ","解散","20260901033610"
"52619790","捌圓餐飲有限公司","","臺北市松山區八德路4段465號7樓","15000000"," "," ","廢止","20260901033610"
"52620446","韓桌股份有限公司","","新北市中和區景平路703巷2弄2號","1000000","1000000"," ","解散","20260901033610"
"52620918","蘭廷和牛專門店股份有限公司","李O明","臺北市大安區四維路52巷12號","3500000","3500000"," ","核准設立","20260901033610"
"52620950","天食堂國際有限公司","","臺北市松山區南京東路5段71號2樓之3之4之5","1000000"," "," ","廢止","20260901033610"
"52621418","食全食美有限公司","","臺北市大安區泰順街16巷41號","100000"," "," ","解散","20260901033610"
"52621424","鑫澤有限公司","","臺北市松山區民生東路3段107巷2號","100000"," "," ","解散","20260901033610"
"52622423","亞洲勁旅仕有限公司","大O佳久","臺北市信義區松德路65號11樓之2","200000"," "," ","核准設立","20260901033610"
"52622606","問鼎國際開發股份有限公司","呂O輿","臺北市萬華區西寧南路157及159號1樓","2000000","2000000"," ","核准設立","20260901033610"
"52623984","羽廚股份有限公司","林O永","臺北市中正區濟南路2段58之3號1樓","13257100","13257100"," ","核准設立","20260901033610"
"52624506","霆華有限公司","","臺北市信義區松壽路12號9樓","400000"," "," ","解散","20260901033610"
"52624528","鮨長谷川有限公司","陳O霞","臺北市中山區龍江路298巷16號1樓","10000000"," "," ","核准設立","20260901033610"
"52624891","十仁木有限公司","","臺北市松山區光復南路17巷34號1樓","500000"," "," ","解散","20260901033610"
"52625364","好啾有限公司","","臺北市大安區敦化南路1段157號1樓","4000000"," "," ","解散","20260901033610"
"52625694","維新餐飲有限公司","","新北市淡水區學府路136巷22弄4號3樓","100000"," "," ","解散","20260901033610"
"52626146","酷趣企業有限公司","麥O那(RANA MAKANSINGH PURANSINGH)","新北市三重區文化北路224巷3號(2樓)","500000"," "," ","核准設立","20260901033610"
"52626309","鳳鵬建設股份有限公司","黃O鵬","臺北市萬華區康定路47號7樓之3","35000000","35000000"," ","核准設立","20260901033610"
"52628046","青春兄弟有限公司","","臺北市信義區光復南路571號","500000"," "," ","解散","20260901033610"
"52628398","柏思企業有限公司","","臺北市中山區長安東路2段108號8樓之7","2000000"," "," ","廢止","20260901033610"
"52628593","全一大旅館有限公司","林O錦","臺中市南區復興路二段74之18號","22600000"," "," ","核准設立","20260901033610"
"52628910","香癒有限公司","","臺北市中山區林森北路159巷18號1樓","750000"," "," ","解散","20260901033610"
"52629100","老英格蘭有限公司","","臺北市文山區木柵路4段153號4樓之3","1000000"," "," ","解散","20260901033610"
"52629122","愛蒂莫有限公司","鍾O文","臺北市中山區大直街20巷22號1樓","3000000"," "," ","核准設立","20260901033610"
"52629713","齊饗良食國際餐飲企業股份有限公司","陳O融","臺北市大安區忠孝東路4段216巷8弄6號1樓","2000000","2000000"," ","核准設立","20260901033610"
"52631393","聯壹台塑牛排企業有限公司","楊O初","臺北市松山區南京東路4段186號2樓","1600000"," "," ","核准設立","20260901033610"
"52632040","種子國際事業股份有限公司","蔡O結","臺北市士林區文昌路263號3樓","20200000","20200000"," ","核准設立","20260901033610"
"52632978","阿樹國際旅店股份有限公司","陳O宏","臺北市松山區八德路3段76號3之14樓","120000000","120000000"," ","核准設立","20260901033610"
"52633532","四季饕色餐飲股份有限公司","","臺北市信義區福德街34號1樓","4000000","4000000"," ","解散","20260901033610"
"52633667","艾佛蘭餐飲有限公司","","臺北市內湖區民權東路6段145號1樓","100000"," "," ","解散","20260901033610"
"52634552","新爵國際貿易有限公司","徐O喬","臺北市大安區忠孝東路4段290號10樓","10000000"," "," ","核准設立","20260901033610"
"52634693","老北有限公司","","臺北市中山區北安路480號","20000"," "," ","解散","20260901033610"
"52634856","菲菉股份有限公司","胡O婕","臺北市中山區中山北路3段26號2樓之3","9310000","9310000"," ","核准設立","20260901033610"
"52635118","洛奇鑫國際有限公司","朱O瑩","臺北市大安區復興南路1段340巷26號1樓","500000"," "," ","核准設立","20260901033610"
"52635145","周照子國際餐飲股份有限公司","潘O達","臺北市萬華區西寧南路167號1樓","16800000","16800000"," ","核准設立","20260901033610"
"52636833","百易軒餐廳有限公司","賴O蓉","新北市中和區員山路150巷2弄8之4號","2000000"," "," ","核准設立","20260901033610"
"52637848","祥富創業投資股份有限公司","","臺北市中正區羅斯福路1段65號1樓","600000","600000"," ","廢止","20260901033610"
"52638564","樺爾森創意有限公司","雷O婷","新北市新莊區莊崑路29號2樓","4961691"," "," ","核准設立","20260901033610"
"52639563","甘妹弄堂台式早餐股份有限公司","潘O達","臺北市萬華區昆明街130號","15000000","15000000"," ","核准設立","20260901033610"
"52639590","茂佳圓餐廳有限公司","標O鋒","臺北市中山區長安東路2段179號、179號2樓","1000000"," "," ","核准設立","20260901033610"
"52640111","華盈股份有限公司","蔡O憲","臺北市信義區忠孝東路5段236巷45弄11號4樓","6000000","6000000"," ","核准設立","20260901033610"
"52640196","毅鼎吉有限公司","陳O慈","臺北市萬華區開封街2段81號4樓之4","800000"," "," ","核准設立","20260901033610"
"52640317","樂陶旅館股份有限公司","","臺北市大安區新生南路3段23之1號4樓","12000000","12000000"," ","解散","20260901033610"
"52640463","崇鎬有限公司","","臺北市信義區松仁路90號2樓","1000000"," "," ","解散","20260901033610"
"52640689","日町有限公司","","臺北市萬華區漢口街2段45號","100000"," "," ","解散","20260901033610"
"52640885","雲明餐飲有限公司","","臺北市松山區民生東路3段113巷25弄14號1樓","1000000"," "," ","解散","20260901033610"
"52641821","財布拉德有限公司","","臺北市北投區大業路300巷9弄2號1樓","500000"," "," ","解散","20260901033610"
"52642151","天秀餐飲有限公司","","臺北市松山區八德路4段287號","6000000"," "," ","解散","20260901033610"
"52642271","誾熙有限公司","","臺北市文山區景美街1之8號","500000"," "," ","解散","20260901033610"
"52642878","三特興業有限公司","","臺北市大安區復興南路1段295巷25號","200000"," "," ","廢止","20260901033610"
"52643095","勝翔管理顧問有限公司","呂O剛","臺北市大安區基隆路2段136號9樓","400000"," "," ","核准設立","20260901033610"
"52643335","柯士甸有限公司","","臺北市中山區雙城街3巷4號","6200000"," "," ","解散","20260901033610"
"52643617","元通亨利科技股份有限公司","張O宏","臺北市松山區復興南路1段45號9樓之1","6000000","6000000"," ","核准設立","20260901033610"
"52644334","步司研茶飲企業有限公司","","臺北市松山區復興北路225號","1000000"," "," ","解散","20260901033610"
